move_id,name_es,name_en,type,category,power,accuracy,pp,priority,ailment,ailment_chance,created_at,description_es
185,Finta,feint-attack,dark,physical,60,,20,0,,0,2026-03-06 13:24:13.899084+00,Engaña al objetivo para acercarse y dar un puñetazo que no falla.
186,Beso Dulce,sweet-kiss,fairy,status,,75,10,0,,0,2026-03-06 13:24:08.463651+00,Da un beso con tal dulzura que causa confusión.
187,Tambor,belly-drum,normal,status,,,10,0,,0,2026-03-06 13:24:43.881166+00,Reduce la mitad de los PS máximos para mejorar al máximo el Ataque.
188,Bomba Lodo,sludge-bomb,poison,special,90,100,10,0,PSN,30,2026-03-06 13:26:58.484042+00,Arroja residuos al objetivo. Puede llegar a envenenar.
189,Bofetón Lodo,mud-slap,ground,special,20,100,10,0,,0,2026-03-06 13:25:37.020032+00,Echa lodo en la cara para bajar la Precisión.
190,Pulpocañón,octazooka,water,special,65,85,10,0,,0,2026-03-06 14:17:32.082816+00,Dispara tinta a la cara. Puede bajar la Precisión.
191,Púas,spikes,ground,status,,,20,0,,0,2026-03-06 13:34:30.944548+00,Esparce púas en el equipo rival. Las púas hieren a los Pokémon rivales que entran en combate.
192,Electrocañón,zap-cannon,electric,special,120,50,5,0,PAR,100,2026-03-06 13:25:59.421477+00,Dispara una descarga eléctrica que causa daño y parálisis.
193,Profecía,foresight,normal,status,,,40,0,,0,2026-03-06 13:25:19.691111+00,Permite atacar con cualquier movimiento a objetivos de tipo Fantasma y golpear a Pokémon evasivos.
194,Mismo Destino,destiny-bond,ghost,status,,,5,0,,0,2026-03-06 13:26:14.282042+00,"Si el usuario se debilita por un ataque rival antes de usar otro movimiento, el Pokémon rival se debilitará también."
195,Canto Mortal,perish-song,normal,status,,,5,0,,0,2026-03-06 13:28:25.395036+00,"Si un Pokémon escucha este canto y no es cambiado por otro en tres turnos, acaba debilitándose."
196,Viento Hielo,icy-wind,ice,special,55,95,15,0,,0,2026-03-06 13:35:33.593013+00,Ataque con aire helado que baja la Velocidad de los rivales.
197,Detección,detect,fighting,status,,,5,4,,0,2026-03-06 13:26:46.83853+00,"Frena todos los ataques, pero puede fallar si se usa repetidamente."
198,Ataque Óseo,bone-rush,ground,physical,25,90,10,0,,0,2026-03-06 13:26:30.228176+00,"Hueso en ristre, aporrea al objetivo de dos a cinco veces."
199,Fijar Blanco,lock-on,normal,status,,,5,0,,0,2026-03-06 13:26:00.292696+00,Fija el blanco para que el siguiente ataque no falle.
200,Enfado,outrage,dragon,physical,120,100,10,0,,0,2026-03-06 13:24:34.551976+00,Ataca de dos a tres turnos y acaba confundiendo al agresor.
201,Tormenta Arena,sandstorm,rock,status,,,10,0,,0,2026-03-06 13:34:51.980271+00,"Tormenta de arena que dura cinco turnos y hiere a todos, excepto a los de tipo Roca, Tierra y Acero."
202,Gigadrenado,giga-drain,grass,special,75,100,10,0,,0,2026-03-06 13:27:30.113976+00,Un ataque que absorbe nutrientes. Quien lo usa recupera la mitad de los PS del daño que produce.
203,Aguante,endure,normal,status,,,10,4,,0,2026-03-06 13:26:41.237574+00,Resiste cualquier ataque y deja al menos 1 PS. Puede fallar si se usa repetidamente.
204,Encanto,charm,fairy,status,,100,20,0,,0,2026-03-06 13:24:08.750009+00,Engatusa al objetivo y reduce bastante su Ataque.
205,Rodar,rollout,rock,physical,30,90,20,0,,0,2026-03-06 13:25:34.266836+00,"El atacante rueda contra el objetivo durante cinco turnos, cada vez con mayor fuerza."
206,Falso Tortazo,false-swipe,normal,physical,40,100,40,0,,0,2026-03-06 13:26:32.319625+00,Ataque moderado que no debilita al objetivo y le deja al menos 1 PS.
207,Contoneo,swagger,normal,status,,85,15,0,,0,2026-03-06 13:24:11.799773+00,"Provoca confusión en el objetivo, pero también sube mucho su Ataque."
208,Batido,milk-drink,normal,status,,,5,0,,0,2026-03-06 14:03:47.043016+00,Restaura la mitad de los PS máximos del usuario. Fuera de combate se usa para transferir parte de sus PS a un aliado.
209,Chispa,spark,electric,physical,65,100,20,0,PAR,30,2026-03-06 13:23:58.683901+00,Ataque eléctrico que puede llegar a paralizar.
210,Corte Furia,fury-cutter,bug,physical,40,95,20,0,,0,2026-03-06 13:28:18.095527+00,Ataque con garras o guadaña que crece en intensidad si se usa repetidas veces.
211,Ala de Acero,steel-wing,steel,physical,70,90,25,0,,0,2026-03-06 14:03:04.942747+00,Alas macizas que golpean al objetivo y pueden subir la Defensa del usuario.
212,Mal de Ojo,mean-look,normal,status,,,5,0,,0,2026-03-06 13:26:13.677554+00,Mal de ojo que impide al objetivo huir de la batalla.
213,Atracción,attract,normal,status,,100,15,0,,0,2026-03-06 13:37:56.798976+00,"Si el objetivo es del sexo opuesto, se enamorará y bajará la posibilidad de que ataque."
214,Sonámbulo,sleep-talk,normal,status,,,10,0,,0,2026-03-06 13:30:05.482355+00,"Mientras duerme, usa uno de sus movimientos elegido al azar."
215,Campana Cura,heal-bell,normal,status,,,5,0,,0,2026-03-06 13:36:42.462816+00,Tañido que cura los problemas de estado de todos los Pokémon del equipo.
216,Retribución,return,normal,physical,,100,20,0,,0,2026-03-06 13:49:40.642938+00,"Cuanto mayor sea la amistad con el Entrenador, más poderoso será este ataque."
217,Presente,present,normal,physical,,90,15,0,,0,2026-03-06 14:26:44.504379+00,"Quien lo usa ataca al objetivo dándole un regalo con bomba trampa. Sin embargo, a veces restaura sus PS."
218,Frustración,frustration,normal,physical,,100,20,0,,0,2026-03-06 13:49:35.046645+00,"Cuanto menor sea la amistad con el Entrenador, más poderoso será este ataque."
219,Velo Sagrado,safeguard,normal,status,,,25,0,,0,2026-03-06 13:28:10.695853+00,"Un escudo que protege de problemas de estado, como el sueño o la parálisis, durante cinco turnos."
220,Divide Dolor,pain-split,normal,status,,,20,0,,0,2026-03-06 13:34:17.916191+00,Suma los PS del usuario a los del objetivo y los reparte a partes iguales.
221,Fuego Sagrado,sacred-fire,fire,physical,100,95,5,0,BRN,50,2026-03-06 13:36:19.917464+00,Fuego místico de gran intensidad que puede causar quemaduras.
222,Magnitud,magnitude,ground,physical,,100,30,0,,0,2026-03-06 13:25:36.028503+00,Sacudida sísmica de intensidad variable que afecta a todos los Pokémon a su alrededor.
223,Puño Dinámico,dynamic-punch,fighting,physical,100,50,5,0,,100,2026-03-06 13:24:54.662331+00,Puñetazo con toda la fuerza concentrada. Causa confusión si atina.
224,Megacuerno,megahorn,bug,physical,120,85,10,0,,0,2026-03-06 13:27:07.479749+00,Violenta embestida con cuernos imponentes.
225,Dragoaliento,dragon-breath,dragon,special,60,100,20,0,PAR,30,2026-03-06 13:23:27.57096+00,Poderosa ráfaga de aliento que golpea al objetivo y puede paralizarlo.
226,Relevo,baton-pass,normal,status,,,40,0,,0,2026-03-06 13:28:11.282446+00,Cambia el puesto con un compañero y le pasa los cambios de características.
227,Otra Vez,encore,normal,status,,100,5,0,,0,2026-03-06 13:24:09.037189+00,El objetivo repite su último movimiento durante tres turnos.
228,Persecución,pursuit,dark,physical,40,100,20,0,,0,2026-03-06 13:26:50.901355+00,Hace el doble de daño al objetivo que pide el relevo.
229,Giro Rápido,rapid-spin,normal,physical,50,100,40,0,,0,2026-03-06 13:23:43.038539+00,"Ataque giratorio que puede eliminar movimientos como Atadura, Constricción, Drenadoras y Púas."
230,Dulce Aroma,sweet-scent,normal,status,,100,20,0,,0,2026-03-06 13:23:10.094975+00,"Un dulce aroma engatusa al objetivo, por lo que se reduce mucho su Evasión. En la hierba alta sirve para atraer a Pokémon salvajes."
231,Cola Férrea,iron-tail,steel,physical,100,75,15,0,,0,2026-03-06 13:23:57.477912+00,Ataca con una cola férrea y puede bajar la Defensa del objetivo.
232,Garra Metal,metal-claw,steel,physical,50,95,35,0,,0,2026-03-06 13:23:27.256161+00,Ataque con garras de acero que puede aumentar el Ataque del usuario.
233,Tiro Vital,vital-throw,fighting,physical,70,,10,-1,,0,2026-03-06 13:25:18.890112+00,"El usuario ataca el último, pero no falla."
234,Sol Matinal,morning-sun,normal,status,,,5,0,,0,2026-03-06 13:33:53.383523+00,Restaura PS del usuario. La cantidad varía según el tiempo que haga.
235,Síntesis,synthesis,grass,status,,,5,0,,0,2026-03-06 13:23:07.978844+00,Restaura PS del usuario. La cantidad varía según el tiempo que haga.
236,Luz Lunar,moonlight,fairy,status,,,5,0,,0,2026-03-06 13:33:58.534291+00,Restaura PS del usuario. La cantidad varía según el tiempo que haga.
237,Poder Oculto,hidden-power,normal,special,60,100,15,0,,0,2026-03-06 13:34:21.920903+00,Movimiento cuyo tipo varía en función del Pokémon que lo usa.
238,Tajo Cruzado,cross-chop,fighting,physical,100,80,5,0,,0,2026-03-06 13:25:16.574883+00,Corte doble que suele propinar un golpe crítico.
239,Ciclón,twister,dragon,special,40,100,20,0,,0,2026-03-06 13:27:43.252654+00,Crea un violento tornado para hacer trizas al enemigo. Puede hacerlo retroceder.
240,Danza Lluvia,rain-dance,water,status,,,5,0,,0,2026-03-06 13:23:39.767167+00,Genera una fuerte lluvia que refuerza los movimientos de tipo Agua durante cinco turnos.
241,Día Soleado,sunny-day,fire,status,,,5,0,,0,2026-03-06 13:28:36.172495+00,"Quien lo usa intensifica el efecto del sol durante cinco turnos, lo que potencia los movimientos de tipo Fuego."
242,Triturar,crunch,dark,physical,80,100,15,0,,0,2026-03-06 13:24:33.538505+00,Tritura con afilados colmillos y puede bajar la Defensa del objetivo.
243,Manto Espejo,mirror-coat,psychic,special,,100,20,-5,,0,2026-03-06 13:30:11.799537+00,Responde a un ataque especial ocasionando el doble del daño recibido.
244,Más Psique,psych-up,normal,status,,,10,0,,0,2026-03-06 13:24:22.390745+00,Quien lo usa se hipnotiza y copia cualquier cambio que haya en las características de su objetivo.
245,Veloc. Extrema,extreme-speed,normal,physical,80,100,5,2,,0,2026-03-06 13:24:38.50479+00,Ataque muy rápido que siempre se realiza el primero.
246,Poder Pasado,ancient-power,rock,special,60,100,5,0,,0,2026-03-06 13:27:28.912343+00,Ataque prehistórico que puede subir todas las características.
247,Bola Sombra,shadow-ball,ghost,special,80,100,15,0,,0,2026-03-06 13:26:14.569464+00,Lanza una bola oscura que puede bajar la Defensa Especial del objetivo.
248,Premonición,future-sight,psychic,special,120,100,10,0,,0,2026-03-06 13:25:01.351436+00,Concentra energía psíquica para golpear al objetivo dos turnos después.
249,Golpe Roca,rock-smash,fighting,physical,40,100,15,0,,0,2026-03-06 13:35:30.146046+00,Ataque con los puños. Puede bajar la Defensa del objetivo. Puede romper rocas fuera del combate.
250,Torbellino,whirlpool,water,special,35,85,15,0,,100,2026-03-06 13:37:15.169402+00,Una tromba de agua atrapa al objetivo durante cuatro o cinco turnos.
251,Paliza,beat-up,dark,physical,,100,10,0,,0,2026-03-06 13:35:32.175676+00,"Ataque de todo el equipo Pokémon. Cuantos más haya, más veces se atacará."
252,Sorpresa,fake-out,normal,physical,40,100,10,3,,0,2026-03-06 13:23:53.723035+00,"Ataca primero y, además, hace retroceder al objetivo. Solo sirve en el primer turno."
253,Alboroto,uproar,normal,special,90,100,10,0,,0,2026-03-06 13:31:36.404681+00,Ataca de forma alborotada durante tres turnos. Mantiene despiertos a todos.
254,Reserva,stockpile,normal,status,,,20,0,,0,2026-03-06 13:35:08.401674+00,Acumula energía y sube la Defensa y la Defensa Especial. Puede utilizarse hasta tres veces.
255,Escupir,spit-up,normal,special,,100,10,0,,0,2026-03-06 13:35:08.694823+00,Libera de una vez la energía acumulada con Reserva.
256,Tragar,swallow,normal,status,,,10,0,,0,2026-03-06 13:38:51.382312+00,Absorbe la energía acumulada con Reserva y restaura PS.
257,Onda Ígnea,heat-wave,fire,special,95,90,10,0,BRN,10,2026-03-06 13:23:34.057195+00,Provoca un viento abrasador que puede quemar al objetivo.
258,Granizo,hail,ice,status,,,10,0,,0,2026-03-06 13:30:07.935702+00,"Tormenta de granizo que dura cinco turnos. Hiere a todos, excepto a los de tipo Hielo."
259,Tormento,torment,dark,status,,100,15,0,,0,2026-03-06 13:34:03.770369+00,"Atormenta y enfurece al objetivo, que no puede usar dos veces seguidas el mismo movimiento."
260,Camelo,flatter,dark,status,,100,15,0,,0,2026-03-06 13:41:44.826656+00,"Halaga al objetivo y lo confunde, pero también sube su Ataque Especial."
261,Fuego Fatuo,will-o-wisp,fire,status,,85,15,0,BRN,0,2026-03-06 13:26:17.883521+00,Siniestra llama morada que produce quemaduras.
262,Legado,memento,dark,status,,100,10,0,,0,2026-03-06 13:26:57.805323+00,"El usuario se debilita, pero baja mucho tanto el Ataque como el Ataque Especial del objetivo."
263,Imagen,facade,normal,physical,70,100,20,0,,0,2026-03-06 13:26:43.818168+00,"Ataca con el doble de potencia si el usuario está quemado, paralizado o envenenado."
264,Puño Certero,focus-punch,fighting,physical,150,100,20,-3,,0,2026-03-06 13:26:46.551714+00,Se concentra para dar un puñetazo. Falla si se sufre un golpe antes de su uso.
265,Estímulo,smelling-salts,normal,physical,70,100,10,0,,0,2026-03-06 13:40:12.178162+00,"Hace el doble de daño a objetivos paralizados, pero también cura la parálisis."
266,Señuelo,follow-me,normal,status,,,20,2,,0,2026-03-06 13:31:25.539468+00,Llama la atención para concentrar todos los ataques de todos los del equipo rival hacia sí mismo.
267,Adaptación,nature-power,normal,status,,,20,0,,0,2026-03-06 13:30:39.88788+00,Usa el poder de la naturaleza para atacar. Su efecto varía según el entorno de combate.
268,Carga,charge,electric,status,,,20,0,,0,2026-03-06 13:28:34.334514+00,Recarga energía para potenciar el siguiente movimiento de tipo Eléctrico. También sube la Defensa Especial.
269,Mofa,taunt,dark,status,,100,20,0,,0,2026-03-06 13:24:14.187594+00,Enfurece al objetivo para que solo use movimientos de ataque durante tres turnos.
270,Refuerzo,helping-hand,normal,status,,,20,5,,0,2026-03-06 13:24:34.850296+00,El usuario ayuda a un aliado reforzando la potencia de su ataque.
271,Truco,trick,psychic,status,,100,10,0,,0,2026-03-06 13:25:00.763325+00,Engaña al objetivo desprevenido e intercambia objetos.
272,Imitación,role-play,psychic,status,,,10,0,,0,2026-03-06 13:25:02.220101+00,Imita al objetivo por completo y copia su habilidad.
273,Deseo,wish,normal,status,,,10,0,,0,2026-03-06 13:32:19.208621+00,Restaura la mitad de los PS máximos en el siguiente turno.
274,Ayuda,assist,normal,status,,,20,0,,0,2026-03-06 13:40:33.261834+00,Usa un movimiento de un miembro del equipo elegido al azar.
275,Arraigo,ingrain,grass,status,,,20,0,,0,2026-03-06 13:27:27.344431+00,"Echa raíces para recuperar PS en cada turno, pero impide el relevo."
276,Fuerza Bruta,superpower,fighting,physical,120,100,5,0,,0,2026-03-06 13:24:53.757445+00,"Ataque de gran potencia, pero que reduce el Ataque y la Defensa del agresor."
277,Capa Mágica,magic-coat,psychic,status,,,15,4,,0,2026-03-06 13:29:29.274198+00,Barrera capaz de devolver al agresor movimientos como Drenadoras y otros que alteran el estado o las características.
278,Reciclaje,recycle,normal,status,,,10,0,,0,2026-03-06 13:28:13.908534+00,Recicla y así recupera un objeto equipado de un solo uso que ya haya sido empleado durante el combate.
279,Desquite,revenge,fighting,physical,60,100,10,-4,,0,2026-03-06 13:25:19.968957+00,Ataque que produce el doble de daño si el usuario es herido en el mismo turno.
280,Demolición,brick-break,fighting,physical,75,100,15,0,,0,2026-03-06 13:25:20.572704+00,Potente ataque que también es capaz de destruir barreras como Pantalla de Luz y Reflejo.
281,Bostezo,yawn,normal,status,,,10,0,,0,2026-03-06 13:25:52.442399+00,Gran bostezo que induce al sueño al objetivo en el siguiente turno.
282,Desarme,knock-off,dark,physical,65,100,20,0,,0,2026-03-06 13:25:20.86108+00,Impide al objetivo usar el objeto que lleva durante el combate. La potencia del movimiento se multiplica si el objetivo lleva un objeto.
283,Esfuerzo,endeavor,normal,physical,,100,5,0,,0,2026-03-06 13:26:31.70759+00,Reduce los PS del objetivo para que igualen a los del atacante.
284,Estallido,eruption,fire,special,150,100,5,0,,0,2026-03-06 13:30:52.115867+00,"Furia explosiva. Cuanto menor sea el número de PS del usuario, menos daño hará el ataque."
285,Intercambio,skill-swap,psychic,status,,,10,0,,0,2026-03-06 13:41:31.447125+00,Usa el poder psíquico para intercambiar habilidades con el objetivo.
286,Sellar,imprison,psychic,status,,,10,0,,0,2026-03-06 13:30:34.047928+00,Impide a los contrincantes usar ataques conocidos por el usuario durante el combate.
287,Alivio,refresh,normal,status,,,20,0,,0,2026-03-06 13:26:52.823891+00,"Descansa para curar parálisis, envenenamiento o quemaduras."
288,Rabia,grudge,ghost,status,,,5,0,,0,2026-03-06 13:34:17.230917+00,"Si el usuario se debilita al recibir un ataque, todos los PP de este último ataque serán eliminados."
289,Robo,snatch,dark,status,,,10,4,,0,2026-03-06 13:35:33.901037+00,Roba el efecto de los movimientos de curación o de cambio de características que se usen.
290,Daño Secreto,secret-power,normal,physical,70,100,20,0,,30,2026-03-06 13:56:18.963251+00,Ataque con poder secreto cuyos efectos secundarios varían según el entorno de combate.
291,Buceo,dive,water,physical,80,100,10,0,,0,2026-03-06 13:42:16.867785+00,El usuario se sumerge en el primer turno y ataca en el segundo.
292,Empujón,arm-thrust,fighting,physical,15,100,20,0,,0,2026-03-06 13:40:13.856616+00,Empujones directos que golpean de dos a cinco veces seguidas.
293,Camuflaje,camouflage,normal,status,,,20,0,,0,2026-03-06 13:28:03.727206+00,Modifica el tipo del Pokémon según el terreno de combate donde esté.
294,Ráfaga,tail-glow,bug,status,,,20,0,,0,2026-03-06 13:41:40.444997+00,Se concentra en una ráfaga de luz que sube muchísimo el Ataque Especial.
295,Resplandor,luster-purge,psychic,special,95,100,5,0,,0,2026-03-06 13:45:45.739205+00,Fogonazo de luz que puede bajar la Defensa Especial del objetivo.
296,Bola Neblina,mist-ball,psychic,special,95,100,5,0,,0,2026-03-06 13:45:40.246688+00,Banco de niebla que puede bajar el Ataque Especial del objetivo.
297,Danza Pluma,feather-dance,flying,status,,100,15,0,,0,2026-03-06 13:37:00.128906+00,Envuelve al objetivo con un manto de plumas para reducir mucho su Ataque.
298,Danza Caos,teeter-dance,normal,status,,100,20,0,,0,2026-03-06 13:28:10.996246+00,Danza histérica que confunde a los Pokémon que están alrededor del usuario.
299,Patada Ígnea,blaze-kick,fire,physical,85,90,10,0,BRN,10,2026-03-06 13:26:41.836304+00,Patada que suele ser un golpe crítico y puede causar quemaduras.
300,Chapoteo Lodo,mud-sport,ground,status,,,15,0,,0,2026-03-06 13:33:47.720782+00,"El usuario esparce lodo a su alrededor, lo que debilita los movimientos de tipo Eléctrico durante cinco turnos."
301,Bola Hielo,ice-ball,ice,physical,30,90,20,0,,0,2026-03-06 14:07:02.333631+00,"El atacante rueda contra el objetivo durante cinco turnos, cada vez con mayor fuerza."
302,Brazo Pincho,needle-arm,grass,physical,60,100,15,0,,0,2026-03-06 13:43:12.076941+00,Pega con brazos de pinchos y puede hacer retroceder al objetivo.
303,Relajo,slack-off,normal,status,,,5,0,,0,2026-03-06 13:25:50.198202+00,El usuario se relaja y restaura la mitad de sus PS máximos.
304,Vozarrón,hyper-voice,normal,special,90,100,10,0,,0,2026-03-06 13:31:24.233216+00,Grito desgarrador que inflige daño al objetivo.
305,Colmillo Veneno,poison-fang,poison,physical,50,100,15,0,PSN,50,2026-03-06 13:42:07.677806+00,Colmillos tóxicos que pueden envenenar gravemente al objetivo.
306,Garra Brutal,crush-claw,normal,physical,75,95,10,0,,0,2026-03-06 13:43:33.432111+00,Hace trizas al objetivo con garras afiladas y puede bajar su Defensa.
307,Anillo Ígneo,blast-burn,fire,special,150,90,5,0,,0,2026-03-08 04:31:34.755104+00,Explosión de fuego. El atacante debe descansar el siguiente turno.
308,Hidrocañón,hydro-cannon,water,special,150,90,5,0,,0,2026-03-08 04:31:34.794018+00,Disparo de agua. El atacante debe descansar el siguiente turno.
309,Puño Meteoro,meteor-mash,steel,physical,90,90,10,0,,0,2026-03-06 13:46:03.19125+00,Puñetazo que impacta como un meteorito y puede subir el Ataque del agresor.
310,Impresionar,astonish,ghost,physical,30,100,15,0,,0,2026-03-06 13:33:25.182887+00,Impresiona tanto que puede hacer retroceder al objetivo.
311,Meteorobola,weather-ball,normal,special,50,100,10,0,,0,2026-03-06 13:36:33.107664+00,El tipo y fuerza del ataque varían según el tiempo que haga.
312,Aromaterapia,aromatherapy,grass,status,,,5,0,,0,2026-03-06 13:30:38.711289+00,Cura todos los problemas de estado del equipo con un suave aroma.
313,Llanto Falso,fake-tears,dark,status,,100,20,0,,0,2026-03-06 13:28:26.528495+00,Lágrimas de cocodrilo que bajan mucho la Defensa Especial del objetivo.
314,Aire Afilado,air-cutter,flying,special,60,95,25,0,,0,2026-03-06 13:33:43.240641+00,Viento cortante que azota. Suele ser un golpe crítico.
315,Sofoco,overheat,fire,special,130,90,5,0,,0,2026-03-06 13:30:23.446354+00,Ataque en toda regla que baja mucho el Ataque Especial de quien lo usa.
316,Rastreo,odor-sleuth,normal,status,,,40,0,,0,2026-03-06 13:24:36.216091+00,Permite atacar con cualquier movimiento a objetivos de tipo Fantasma y golpear a Pokémon evasivos.
317,Tumba Rocas,rock-tomb,rock,physical,60,95,15,0,,0,2026-03-06 13:32:59.61901+00,Tira rocas que detienen al objetivo y bajan su Velocidad.
318,Viento Plata,silver-wind,bug,special,60,100,5,0,,0,2026-03-06 13:28:20.807443+00,Fuerte viento con polvo de escamas. Puede subir todas las características de quien lo usa.
319,Eco Metálico,metal-sound,steel,status,,85,40,0,,0,2026-03-06 13:26:01.886897+00,Horrible chirrido metálico que baja mucho la Defensa Especial del objetivo.
320,Silbato,grass-whistle,grass,status,,55,15,0,SLP,0,2026-03-06 13:33:32.930094+00,Agradable melodía que adormece al objetivo.
321,Cosquillas,tickle,normal,status,,100,20,0,,0,2026-03-06 13:27:28.232767+00,Hace reír al objetivo para bajar su Ataque y Defensa.
322,Masa Cósmica,cosmic-power,psychic,status,,,20,0,,0,2026-03-06 13:28:00.404573+00,Sube la Defensa y la Defensa Especial propias con energía mística.
323,Salpicar,water-spout,water,special,150,100,5,0,,0,2026-03-06 13:42:16.206721+00,"Chorro de agua. Cuantos menos PS tenga el usuario, menos dañino será."
324,Doble Rayo,signal-beam,bug,special,75,100,15,0,,10,2026-03-06 13:29:31.725889+00,Ataca con un rayo de luz siniestro. Puede confundir al objetivo.
325,Puño Sombra,shadow-punch,ghost,physical,60,,20,0,,0,2026-03-06 13:26:22.506317+00,Puñetazo ineludible procedente de las sombras.
326,Paranormal,extrasensory,psychic,special,80,100,20,0,,0,2026-03-06 13:31:34.91827+00,Energía muy extraña que puede hacer retroceder al objetivo.
327,Gancho Alto,sky-uppercut,fighting,physical,85,90,15,0,,0,2026-03-06 13:26:47.638042+00,Gancho ascendente de gran ímpetu.
328,Bucle Arena,sand-tomb,ground,physical,35,85,15,0,,100,2026-03-06 13:34:54.6079+00,Enreda al objetivo en un remolino de arena de cuatro a cinco turnos.
329,Frío Polar,sheer-cold,ice,special,,30,5,0,,0,2026-03-06 13:28:58.727529+00,Ataque de frío polar que debilita al objetivo si le alcanza.
330,Agua Lodosa,muddy-water,water,special,90,85,10,0,,0,2026-03-06 13:29:13.396468+00,Ataque con agua lodosa que puede bajar la Precisión del equipo rival.
331,Semilladora,bullet-seed,grass,physical,25,100,30,0,,0,2026-03-06 13:33:09.046299+00,Dispara rápido de dos a cinco ráfagas de semillas de manera consecutiva.
332,Golpe Aéreo,aerial-ace,flying,physical,60,,20,0,,0,2026-03-06 13:28:20.514466+00,El usuario lanza un ataque muy rápido e ineludible.
333,Carámbano,icicle-spear,ice,physical,25,100,30,0,,0,2026-03-06 14:00:29.252802+00,Ataca lanzando de dos a cinco ráfagas consecutivas de carámbanos.
334,Defensa Férrea,iron-defense,steel,status,,,15,0,,0,2026-03-06 13:23:40.668836+00,Fortalece el cuerpo como si fuera de hierro y sube mucho la Defensa.
335,Bloqueo,block,normal,status,,,5,0,,0,2026-03-06 13:30:04.93316+00,Le corta el paso al objetivo para que no pueda escapar.
336,Aullido,howl,normal,status,,,40,0,,0,2026-03-06 13:24:36.890012+00,Aullido que sube el ánimo y aumenta el Ataque.
337,Garra Dragón,dragon-claw,dragon,physical,80,100,15,0,,0,2026-03-06 13:43:06.991968+00,Araña al objetivo con garras afiladas.
338,Planta Feroz,frenzy-plant,grass,special,150,90,5,0,,0,2026-03-08 04:31:38.655904+00,Golpea con una enorme planta. Quien lo usa no puede moverse en el siguiente turno.
339,Corpulencia,bulk-up,fighting,status,,,20,0,,0,2026-03-06 13:24:58.065781+00,Robustece el cuerpo para subir el Ataque y la Defensa.
340,Bote,bounce,flying,physical,85,85,5,0,PAR,30,2026-03-06 13:32:48.823893+00,Primer turno: bota. Segundo turno: golpea. Puede paralizar.
341,Disparo Lodo,mud-shot,ground,special,55,95,15,0,,0,2026-03-06 13:24:45.790944+00,El usuario lanza lodo al objetivo y reduce su Velocidad.
342,Cola Veneno,poison-tail,poison,physical,50,100,25,0,PSN,10,2026-03-06 13:34:49.09079+00,Puede envenenar y dar un golpe crítico.
343,Antojo,covet,normal,physical,60,100,25,0,,0,2026-03-06 13:28:29.106668+00,"Se acerca con ternura al objetivo, pero le ataca y le roba el objeto que lleve."
344,Placaje Eléc,volt-tackle,electric,physical,120,100,15,0,PAR,10,2026-03-08 04:31:39.9476+00,"Quien lo usa electrifica su cuerpo para luego atacar. Se hiere mucho a sí mismo, pero puede paralizar al objetivo."
345,Hoja Mágica,magical-leaf,grass,special,60,,20,0,,0,2026-03-06 13:28:14.887906+00,Esparce extrañas hojas que persiguen al objetivo. No se puede esquivar.
346,Hidrochorro,water-sport,water,status,,,15,0,,0,2026-03-06 13:24:25.730382+00,"El usuario se empapa en agua, lo que debilita los movimientos de tipo Fuego durante cinco turnos."
347,Paz Mental,calm-mind,psychic,status,,,20,0,,0,2026-03-06 13:25:01.054397+00,Aumenta la concentración y calma el espíritu para subir el Ataque Especial y la Defensa Especial.
348,Hoja Aguda,leaf-blade,grass,physical,90,100,15,0,,0,2026-03-06 13:36:50.185325+00,Acuchilla con una hoja fina. Suele dar un golpe crítico.
349,Danza Dragón,dragon-dance,dragon,status,,,20,0,,0,2026-03-06 13:27:41.395468+00,Danza mística que sube el Ataque y la Velocidad.
350,Pedrada,rock-blast,rock,physical,25,90,10,0,,0,2026-03-06 13:25:34.553024+00,Lanza pedruscos al objetivo de dos a cinco veces consecutivas.
351,Onda Voltio,shock-wave,electric,special,60,,20,0,,0,2026-03-06 13:28:33.147909+00,Ataque eléctrico muy rápido e ineludible.
352,Hidropulso,water-pulse,water,special,60,100,20,0,,20,2026-03-06 13:23:42.430895+00,Ataca con un potente chorro de agua. Puede confundir al objetivo.
353,Deseo Oculto,doom-desire,steel,special,140,100,5,0,,0,2026-03-06 13:46:01.64364+00,Concentra un haz de luz y ataca dos turnos después.
354,Psicoataque,psycho-boost,psychic,special,140,90,5,0,,0,2026-03-06 13:46:06.80177+00,Ataque en toda regla que baja mucho el Ataque Especial de quien lo usa.
355,Respiro,roost,flying,status,,,5,0,,0,2026-03-06 13:30:08.266476+00,Aterriza sobre la superficie para descansar. Recupera hasta la mitad del total de sus PS.
356,Gravedad,gravity,psychic,status,,,5,0,,0,2026-03-06 13:46:03.522876+00,"La gravedad aumenta durante cinco turnos, lo que impide acciones que impliquen volar o levitar."
357,Gran Ojo,miracle-eye,psychic,status,,,40,0,,0,2026-03-06 13:25:04.813356+00,Permite atacar con cualquier movimiento a objetivos de tipo Siniestro y golpear a Pokémon evasivos.
358,Espabila,wake-up-slap,fighting,physical,70,100,10,0,,0,2026-03-06 13:24:45.186991+00,"Inflige gran daño a objetivos dormidos. Sin embargo, los bofetones también los despiertan."
359,Machada,hammer-arm,fighting,physical,100,90,10,0,,0,2026-03-06 13:27:14.874163+00,"Gira con fuerza el puño y da un gran golpe. No obstante, baja la Velocidad."
