pokemon_id,name,is_legendary,is_mythical,evolves_from_id,evolution_chain_url,growth_rate,created_at,gacha_tier
228,houndour,false,false,,https://pokeapi.co/api/v2/evolution-chain/118/,slow,2026-03-07 21:59:42.608116+00,3
229,houndoom,false,false,228,https://pokeapi.co/api/v2/evolution-chain/118/,slow,2026-03-07 21:59:47.951258+00,3
230,kingdra,false,false,117,https://pokeapi.co/api/v2/evolution-chain/54/,medium,2026-03-07 21:59:53.134378+00,3
231,phanpy,false,false,,https://pokeapi.co/api/v2/evolution-chain/119/,medium,2026-03-07 21:59:57.119493+00,3
232,donphan,false,false,231,https://pokeapi.co/api/v2/evolution-chain/119/,medium,2026-03-07 22:00:02.570885+00,3
233,porygon2,false,false,137,https://pokeapi.co/api/v2/evolution-chain/68/,medium,2026-03-07 22:00:07.35735+00,3
234,stantler,false,false,,https://pokeapi.co/api/v2/evolution-chain/120/,slow,2026-03-07 22:00:13.332242+00,3
235,smeargle,false,false,,https://pokeapi.co/api/v2/evolution-chain/121/,fast,2026-03-07 22:00:14.729604+00,3
236,tyrogue,false,false,,https://pokeapi.co/api/v2/evolution-chain/47/,medium,2026-03-07 22:00:16.818332+00,3
237,hitmontop,false,false,236,https://pokeapi.co/api/v2/evolution-chain/47/,medium,2026-03-07 22:00:22.241547+00,3
238,smoochum,false,false,,https://pokeapi.co/api/v2/evolution-chain/59/,medium,2026-03-07 22:00:27.052405+00,3
239,elekid,false,false,,https://pokeapi.co/api/v2/evolution-chain/60/,medium,2026-03-07 22:00:31.453897+00,3
240,magby,false,false,,https://pokeapi.co/api/v2/evolution-chain/61/,medium,2026-03-07 22:00:36.650183+00,3
241,miltank,false,false,,https://pokeapi.co/api/v2/evolution-chain/122/,slow,2026-03-07 22:00:42.150353+00,3
242,blissey,false,false,113,https://pokeapi.co/api/v2/evolution-chain/51/,fast,2026-03-07 22:00:47.610295+00,3
243,raikou,true,false,,https://pokeapi.co/api/v2/evolution-chain/123/,slow,2026-03-06 13:36:12.146813+00,6
244,entei,true,false,,https://pokeapi.co/api/v2/evolution-chain/124/,slow,2026-03-06 13:36:20.574905+00,6
245,suicune,true,false,,https://pokeapi.co/api/v2/evolution-chain/125/,slow,2026-03-06 13:36:28.798922+00,6
246,larvitar,false,false,,https://pokeapi.co/api/v2/evolution-chain/126/,slow,2026-03-07 22:01:07.978103+00,4
247,pupitar,false,false,246,https://pokeapi.co/api/v2/evolution-chain/126/,slow,2026-03-07 22:01:13.167164+00,3
248,tyranitar,false,false,247,https://pokeapi.co/api/v2/evolution-chain/126/,slow,2026-03-07 22:01:18.527692+00,3
249,lugia,true,false,,https://pokeapi.co/api/v2/evolution-chain/127/,slow,2026-03-06 13:36:33.712344+00,6
250,ho-oh,true,false,,https://pokeapi.co/api/v2/evolution-chain/128/,slow,2026-03-06 13:36:38.804752+00,6
251,celebi,false,true,,https://pokeapi.co/api/v2/evolution-chain/129/,medium-slow,2026-03-06 13:36:43.033512+00,5
252,treecko,false,false,,https://pokeapi.co/api/v2/evolution-chain/130/,medium-slow,2026-03-06 13:36:47.880923+00,4
253,grovyle,false,false,252,https://pokeapi.co/api/v2/evolution-chain/130/,medium-slow,2026-03-06 13:36:52.903688+00,3
254,sceptile,false,false,253,https://pokeapi.co/api/v2/evolution-chain/130/,medium-slow,2026-03-06 13:36:58.337405+00,3
255,torchic,false,false,,https://pokeapi.co/api/v2/evolution-chain/131/,medium-slow,2026-03-06 13:37:03.323811+00,4
256,combusken,false,false,255,https://pokeapi.co/api/v2/evolution-chain/131/,medium-slow,2026-03-06 13:37:08.361115+00,3
257,blaziken,false,false,256,https://pokeapi.co/api/v2/evolution-chain/131/,medium-slow,2026-03-06 13:37:13.421774+00,3
258,mudkip,false,false,,https://pokeapi.co/api/v2/evolution-chain/132/,medium-slow,2026-03-06 13:37:18.57147+00,4
259,marshtomp,false,false,258,https://pokeapi.co/api/v2/evolution-chain/132/,medium-slow,2026-03-06 13:37:26.618109+00,3
260,swampert,false,false,259,https://pokeapi.co/api/v2/evolution-chain/132/,medium-slow,2026-03-06 13:37:31.530158+00,3
261,poochyena,false,false,,https://pokeapi.co/api/v2/evolution-chain/133/,medium,2026-03-06 13:37:36.862219+00,3
262,mightyena,false,false,261,https://pokeapi.co/api/v2/evolution-chain/133/,medium,2026-03-06 13:37:41.826255+00,3
263,zigzagoon,false,false,,https://pokeapi.co/api/v2/evolution-chain/134/,medium,2026-03-06 13:37:46.200176+00,3
264,linoone,false,false,263,https://pokeapi.co/api/v2/evolution-chain/134/,medium,2026-03-06 13:37:51.261852+00,3
265,wurmple,false,false,,https://pokeapi.co/api/v2/evolution-chain/135/,medium,2026-03-06 13:37:52.968847+00,3
266,silcoon,false,false,265,https://pokeapi.co/api/v2/evolution-chain/135/,medium,2026-03-06 13:37:54.690176+00,3
267,beautifly,false,false,266,https://pokeapi.co/api/v2/evolution-chain/135/,medium,2026-03-06 13:37:59.7675+00,3
268,cascoon,false,false,265,https://pokeapi.co/api/v2/evolution-chain/135/,medium,2026-03-06 13:38:01.456273+00,3
269,dustox,false,false,268,https://pokeapi.co/api/v2/evolution-chain/135/,medium,2026-03-06 13:38:06.521647+00,3
270,lotad,false,false,,https://pokeapi.co/api/v2/evolution-chain/136/,medium-slow,2026-03-06 13:38:10.703519+00,3
271,lombre,false,false,270,https://pokeapi.co/api/v2/evolution-chain/136/,medium-slow,2026-03-06 13:38:15.979969+00,3
272,ludicolo,false,false,271,https://pokeapi.co/api/v2/evolution-chain/136/,medium-slow,2026-03-06 13:38:20.595637+00,3
273,seedot,false,false,,https://pokeapi.co/api/v2/evolution-chain/137/,medium-slow,2026-03-06 13:38:24.802118+00,3
274,nuzleaf,false,false,273,https://pokeapi.co/api/v2/evolution-chain/137/,medium-slow,2026-03-06 13:38:33.131973+00,3
275,shiftry,false,false,274,https://pokeapi.co/api/v2/evolution-chain/137/,medium-slow,2026-03-06 13:38:38.155863+00,3
276,taillow,false,false,,https://pokeapi.co/api/v2/evolution-chain/138/,medium-slow,2026-03-06 13:38:41.693356+00,3
277,swellow,false,false,276,https://pokeapi.co/api/v2/evolution-chain/138/,medium-slow,2026-03-06 13:38:45.423105+00,3
278,wingull,false,false,,https://pokeapi.co/api/v2/evolution-chain/139/,medium,2026-03-06 13:38:49.070142+00,3
279,pelipper,false,false,278,https://pokeapi.co/api/v2/evolution-chain/139/,medium,2026-03-06 13:38:54.153299+00,3
280,ralts,false,false,,https://pokeapi.co/api/v2/evolution-chain/140/,slow,2026-03-06 13:38:59.107177+00,3
281,kirlia,false,false,280,https://pokeapi.co/api/v2/evolution-chain/140/,slow,2026-03-06 13:39:03.885084+00,3
282,gardevoir,false,false,281,https://pokeapi.co/api/v2/evolution-chain/140/,slow,2026-03-06 13:39:09.050946+00,3
283,surskit,false,false,,https://pokeapi.co/api/v2/evolution-chain/141/,medium,2026-03-06 13:39:12.556748+00,3
284,masquerain,false,false,283,https://pokeapi.co/api/v2/evolution-chain/141/,medium,2026-03-06 13:39:17.680021+00,3
285,shroomish,false,false,,https://pokeapi.co/api/v2/evolution-chain/142/,fast-then-very-slow,2026-03-06 13:39:21.289617+00,3
286,breloom,false,false,285,https://pokeapi.co/api/v2/evolution-chain/142/,fast-then-very-slow,2026-03-06 13:39:26.377485+00,3
287,slakoth,false,false,,https://pokeapi.co/api/v2/evolution-chain/143/,slow,2026-03-06 13:39:30.104944+00,3
288,vigoroth,false,false,287,https://pokeapi.co/api/v2/evolution-chain/143/,slow,2026-03-06 13:39:38.394406+00,3
289,slaking,false,false,288,https://pokeapi.co/api/v2/evolution-chain/143/,slow,2026-03-06 13:39:43.427457+00,3
290,nincada,false,false,,https://pokeapi.co/api/v2/evolution-chain/144/,slow-then-very-fast,2026-03-06 13:39:46.756231+00,3
291,ninjask,false,false,290,https://pokeapi.co/api/v2/evolution-chain/144/,slow-then-very-fast,2026-03-06 13:39:51.832311+00,3
292,shedinja,false,false,290,https://pokeapi.co/api/v2/evolution-chain/144/,slow-then-very-fast,2026-03-06 13:39:56.909012+00,3
293,whismur,false,false,,https://pokeapi.co/api/v2/evolution-chain/145/,medium-slow,2026-03-06 13:40:00.469498+00,3
294,loudred,false,false,293,https://pokeapi.co/api/v2/evolution-chain/145/,medium-slow,2026-03-06 13:40:04.52311+00,3
295,exploud,false,false,294,https://pokeapi.co/api/v2/evolution-chain/145/,medium-slow,2026-03-06 13:40:09.889718+00,3
296,makuhita,false,false,,https://pokeapi.co/api/v2/evolution-chain/146/,fast-then-very-slow,2026-03-06 13:40:15.042651+00,3
297,hariyama,false,false,296,https://pokeapi.co/api/v2/evolution-chain/146/,fast-then-very-slow,2026-03-06 13:40:20.067861+00,3
298,azurill,false,false,,https://pokeapi.co/api/v2/evolution-chain/90/,fast,2026-03-06 13:40:22.929965+00,3
299,nosepass,false,false,,https://pokeapi.co/api/v2/evolution-chain/147/,medium,2026-03-06 13:40:27.2765+00,3
300,skitty,false,false,,https://pokeapi.co/api/v2/evolution-chain/148/,fast,2026-03-06 13:40:36.189516+00,3
301,delcatty,false,false,300,https://pokeapi.co/api/v2/evolution-chain/148/,fast,2026-03-06 13:40:43.792788+00,3
302,sableye,false,false,,https://pokeapi.co/api/v2/evolution-chain/149/,medium-slow,2026-03-06 13:40:48.870584+00,4
303,mawile,false,false,,https://pokeapi.co/api/v2/evolution-chain/150/,fast,2026-03-06 13:40:53.586847+00,4
304,aron,false,false,,https://pokeapi.co/api/v2/evolution-chain/151/,slow,2026-03-06 13:40:58.310074+00,3
305,lairon,false,false,304,https://pokeapi.co/api/v2/evolution-chain/151/,slow,2026-03-06 13:41:03.100429+00,3
306,aggron,false,false,305,https://pokeapi.co/api/v2/evolution-chain/151/,slow,2026-03-06 13:41:07.739773+00,3
307,meditite,false,false,,https://pokeapi.co/api/v2/evolution-chain/152/,medium,2026-03-06 13:41:13.219754+00,3
308,medicham,false,false,307,https://pokeapi.co/api/v2/evolution-chain/152/,medium,2026-03-06 13:41:18.424907+00,3
309,electrike,false,false,,https://pokeapi.co/api/v2/evolution-chain/153/,slow,2026-03-06 13:41:22.618046+00,3
310,manectric,false,false,309,https://pokeapi.co/api/v2/evolution-chain/153/,slow,2026-03-06 13:41:27.127788+00,3
311,plusle,false,false,,https://pokeapi.co/api/v2/evolution-chain/154/,medium,2026-03-06 13:41:32.637965+00,3
312,minun,false,false,,https://pokeapi.co/api/v2/evolution-chain/155/,medium,2026-03-06 13:41:37.940578+00,3
313,volbeat,false,false,,https://pokeapi.co/api/v2/evolution-chain/156/,slow-then-very-fast,2026-03-06 13:41:42.737519+00,3
314,illumise,false,false,,https://pokeapi.co/api/v2/evolution-chain/157/,fast-then-very-slow,2026-03-06 13:41:50.319418+00,3
315,roselia,false,false,406,https://pokeapi.co/api/v2/evolution-chain/158/,medium-slow,2026-03-06 13:41:55.653655+00,3
316,gulpin,false,false,,https://pokeapi.co/api/v2/evolution-chain/159/,fast-then-very-slow,2026-03-06 13:42:00.799235+00,3
317,swalot,false,false,316,https://pokeapi.co/api/v2/evolution-chain/159/,fast-then-very-slow,2026-03-06 13:42:05.91858+00,3
318,carvanha,false,false,,https://pokeapi.co/api/v2/evolution-chain/160/,slow,2026-03-06 13:42:10.013488+00,3
319,sharpedo,false,false,318,https://pokeapi.co/api/v2/evolution-chain/160/,slow,2026-03-06 13:42:15.109505+00,3
320,wailmer,false,false,,https://pokeapi.co/api/v2/evolution-chain/161/,fast-then-very-slow,2026-03-06 13:42:19.685083+00,3
321,wailord,false,false,320,https://pokeapi.co/api/v2/evolution-chain/161/,fast-then-very-slow,2026-03-06 13:42:24.563734+00,3
322,numel,false,false,,https://pokeapi.co/api/v2/evolution-chain/162/,medium,2026-03-06 13:42:29.12225+00,3
323,camerupt,false,false,322,https://pokeapi.co/api/v2/evolution-chain/162/,medium,2026-03-06 13:42:34.278553+00,3
324,torkoal,false,false,,https://pokeapi.co/api/v2/evolution-chain/163/,medium,2026-03-06 13:42:39.40119+00,3
325,spoink,false,false,,https://pokeapi.co/api/v2/evolution-chain/164/,fast,2026-03-06 13:42:43.878588+00,3
326,grumpig,false,false,325,https://pokeapi.co/api/v2/evolution-chain/164/,fast,2026-03-06 13:42:48.643776+00,3
327,spinda,false,false,,https://pokeapi.co/api/v2/evolution-chain/165/,fast,2026-03-06 13:42:52.307017+00,3
328,trapinch,false,false,,https://pokeapi.co/api/v2/evolution-chain/166/,medium-slow,2026-03-06 13:43:00.112743+00,3
329,vibrava,false,false,328,https://pokeapi.co/api/v2/evolution-chain/166/,medium-slow,2026-03-06 13:43:05.17581+00,3
330,flygon,false,false,329,https://pokeapi.co/api/v2/evolution-chain/166/,medium-slow,2026-03-06 13:43:10.706206+00,3
331,cacnea,false,false,,https://pokeapi.co/api/v2/evolution-chain/167/,medium-slow,2026-03-06 13:43:15.908464+00,3
332,cacturne,false,false,331,https://pokeapi.co/api/v2/evolution-chain/167/,medium-slow,2026-03-06 13:43:21.080098+00,3
333,swablu,false,false,,https://pokeapi.co/api/v2/evolution-chain/168/,slow-then-very-fast,2026-03-06 13:43:25.841497+00,3
334,altaria,false,false,333,https://pokeapi.co/api/v2/evolution-chain/168/,slow-then-very-fast,2026-03-06 13:43:30.885925+00,3
335,zangoose,false,false,,https://pokeapi.co/api/v2/evolution-chain/169/,slow-then-very-fast,2026-03-06 13:43:36.084043+00,3
336,seviper,false,false,,https://pokeapi.co/api/v2/evolution-chain/170/,fast-then-very-slow,2026-03-06 13:43:41.290109+00,3
337,lunatone,false,false,,https://pokeapi.co/api/v2/evolution-chain/171/,fast,2026-03-06 13:43:46.398398+00,3
338,solrock,false,false,,https://pokeapi.co/api/v2/evolution-chain/172/,fast,2026-03-06 13:43:51.551073+00,3
339,barboach,false,false,,https://pokeapi.co/api/v2/evolution-chain/173/,medium,2026-03-06 13:43:56.084991+00,3
340,whiscash,false,false,339,https://pokeapi.co/api/v2/evolution-chain/173/,medium,2026-03-06 13:44:04.183865+00,3
341,corphish,false,false,,https://pokeapi.co/api/v2/evolution-chain/174/,fast-then-very-slow,2026-03-06 13:44:12.175261+00,3
342,crawdaunt,false,false,341,https://pokeapi.co/api/v2/evolution-chain/174/,fast-then-very-slow,2026-03-06 13:44:16.878696+00,3
343,baltoy,false,false,,https://pokeapi.co/api/v2/evolution-chain/175/,medium,2026-03-06 13:44:21.514224+00,3
344,claydol,false,false,343,https://pokeapi.co/api/v2/evolution-chain/175/,medium,2026-03-06 13:44:26.529249+00,3
345,lileep,false,false,,https://pokeapi.co/api/v2/evolution-chain/176/,slow-then-very-fast,2026-03-06 13:44:31.149224+00,3
346,cradily,false,false,345,https://pokeapi.co/api/v2/evolution-chain/176/,slow-then-very-fast,2026-03-06 13:44:35.769288+00,3
347,anorith,false,false,,https://pokeapi.co/api/v2/evolution-chain/177/,slow-then-very-fast,2026-03-06 13:44:39.726429+00,3
348,armaldo,false,false,347,https://pokeapi.co/api/v2/evolution-chain/177/,slow-then-very-fast,2026-03-06 13:44:43.654551+00,3
349,feebas,false,false,,https://pokeapi.co/api/v2/evolution-chain/178/,slow-then-very-fast,2026-03-06 13:44:45.251091+00,3
350,milotic,false,false,349,https://pokeapi.co/api/v2/evolution-chain/178/,slow-then-very-fast,2026-03-06 13:44:53.482275+00,3
351,castform,false,false,,https://pokeapi.co/api/v2/evolution-chain/179/,medium,2026-03-06 13:44:56.935629+00,3
352,kecleon,false,false,,https://pokeapi.co/api/v2/evolution-chain/180/,medium-slow,2026-03-06 13:45:02.131035+00,3
353,shuppet,false,false,,https://pokeapi.co/api/v2/evolution-chain/181/,fast,2026-03-06 13:45:09.91797+00,3
354,banette,false,false,353,https://pokeapi.co/api/v2/evolution-chain/181/,fast,2026-03-06 13:45:14.592624+00,3
355,duskull,false,false,,https://pokeapi.co/api/v2/evolution-chain/182/,fast,2026-03-06 13:45:19.68587+00,3
356,dusclops,false,false,355,https://pokeapi.co/api/v2/evolution-chain/182/,fast,2026-03-06 13:45:24.773827+00,3
357,tropius,false,false,,https://pokeapi.co/api/v2/evolution-chain/183/,slow,2026-03-07 22:09:55.410464+00,3
358,chimecho,false,false,433,https://pokeapi.co/api/v2/evolution-chain/184/,fast,2026-03-07 22:10:00.867513+00,3
359,absol,false,false,,https://pokeapi.co/api/v2/evolution-chain/185/,medium-slow,2026-03-07 22:10:06.282005+00,3
360,wynaut,false,false,,https://pokeapi.co/api/v2/evolution-chain/100/,medium,2026-03-07 22:10:09.034036+00,3
361,snorunt,false,false,,https://pokeapi.co/api/v2/evolution-chain/186/,medium,2026-03-07 22:10:14.468083+00,3
362,glalie,false,false,361,https://pokeapi.co/api/v2/evolution-chain/186/,medium,2026-03-07 22:10:20.255352+00,3
363,spheal,false,false,,https://pokeapi.co/api/v2/evolution-chain/187/,medium-slow,2026-03-07 22:10:25.415324+00,3
364,sealeo,false,false,363,https://pokeapi.co/api/v2/evolution-chain/187/,medium-slow,2026-03-07 22:10:30.929798+00,3
365,walrein,false,false,364,https://pokeapi.co/api/v2/evolution-chain/187/,medium-slow,2026-03-07 22:10:36.379689+00,3
366,clamperl,false,false,,https://pokeapi.co/api/v2/evolution-chain/188/,slow-then-very-fast,2026-03-07 22:10:38.515998+00,3
367,huntail,false,false,366,https://pokeapi.co/api/v2/evolution-chain/188/,slow-then-very-fast,2026-03-07 22:10:43.699484+00,3
368,gorebyss,false,false,366,https://pokeapi.co/api/v2/evolution-chain/188/,slow-then-very-fast,2026-03-07 22:10:49.121384+00,3
369,relicanth,false,false,,https://pokeapi.co/api/v2/evolution-chain/189/,slow,2026-03-07 22:10:53.469489+00,3
370,luvdisc,false,false,,https://pokeapi.co/api/v2/evolution-chain/190/,fast,2026-03-07 22:10:58.878167+00,3
371,bagon,false,false,,https://pokeapi.co/api/v2/evolution-chain/191/,slow,2026-03-07 22:11:02.982657+00,4
372,shelgon,false,false,371,https://pokeapi.co/api/v2/evolution-chain/191/,slow,2026-03-07 22:11:07.259249+00,3
373,salamence,false,false,372,https://pokeapi.co/api/v2/evolution-chain/191/,slow,2026-03-07 22:11:12.576347+00,3
374,beldum,false,false,,https://pokeapi.co/api/v2/evolution-chain/192/,slow,2026-03-07 22:11:14.006238+00,4
375,metang,false,false,374,https://pokeapi.co/api/v2/evolution-chain/192/,slow,2026-03-07 22:11:18.783921+00,3
376,metagross,false,false,375,https://pokeapi.co/api/v2/evolution-chain/192/,slow,2026-03-07 22:11:23.575825+00,3
377,regirock,true,false,,https://pokeapi.co/api/v2/evolution-chain/193/,slow,2026-03-06 13:45:28.81014+00,6
378,regice,true,false,,https://pokeapi.co/api/v2/evolution-chain/194/,slow,2026-03-06 13:45:33.187445+00,6
379,registeel,true,false,,https://pokeapi.co/api/v2/evolution-chain/195/,slow,2026-03-06 13:45:37.573274+00,6
380,latias,true,false,,https://pokeapi.co/api/v2/evolution-chain/196/,slow,2026-03-06 13:45:42.638714+00,6
381,latios,true,false,,https://pokeapi.co/api/v2/evolution-chain/197/,slow,2026-03-06 13:45:48.066302+00,6
382,kyogre,true,false,,https://pokeapi.co/api/v2/evolution-chain/198/,slow,2026-03-06 13:45:52.036295+00,6
383,groudon,true,false,,https://pokeapi.co/api/v2/evolution-chain/199/,slow,2026-03-06 13:45:56.27822+00,6
384,rayquaza,true,false,,https://pokeapi.co/api/v2/evolution-chain/200/,slow,2026-03-06 13:46:00.919709+00,6
385,jirachi,false,true,,https://pokeapi.co/api/v2/evolution-chain/201/,slow,2026-03-06 13:46:05.927191+00,5
386,deoxys,false,true,,https://pokeapi.co/api/v2/evolution-chain/202/,slow,2026-03-06 13:46:13.649199+00,5
387,turtwig,false,false,,https://pokeapi.co/api/v2/evolution-chain/203/,medium-slow,2026-03-06 13:46:18.431855+00,4
388,grotle,false,false,387,https://pokeapi.co/api/v2/evolution-chain/203/,medium-slow,2026-03-06 13:46:23.042477+00,3
389,torterra,false,false,388,https://pokeapi.co/api/v2/evolution-chain/203/,medium-slow,2026-03-06 13:46:28.143837+00,3
390,chimchar,false,false,,https://pokeapi.co/api/v2/evolution-chain/204/,medium-slow,2026-03-06 13:46:32.660739+00,4
391,monferno,false,false,390,https://pokeapi.co/api/v2/evolution-chain/204/,medium-slow,2026-03-06 13:46:37.953271+00,3
392,infernape,false,false,391,https://pokeapi.co/api/v2/evolution-chain/204/,medium-slow,2026-03-06 13:46:43.486512+00,3
393,piplup,false,false,,https://pokeapi.co/api/v2/evolution-chain/205/,medium-slow,2026-03-06 13:46:48.650625+00,4
394,prinplup,false,false,393,https://pokeapi.co/api/v2/evolution-chain/205/,medium-slow,2026-03-06 13:46:53.710756+00,3
395,empoleon,false,false,394,https://pokeapi.co/api/v2/evolution-chain/205/,medium-slow,2026-03-06 13:46:58.842956+00,3
396,starly,false,false,,https://pokeapi.co/api/v2/evolution-chain/206/,medium-slow,2026-03-06 13:47:03.33348+00,3
397,staravia,false,false,396,https://pokeapi.co/api/v2/evolution-chain/206/,medium-slow,2026-03-06 13:47:07.667226+00,3
398,staraptor,false,false,397,https://pokeapi.co/api/v2/evolution-chain/206/,medium-slow,2026-03-06 13:47:12.319396+00,3
399,bidoof,false,false,,https://pokeapi.co/api/v2/evolution-chain/207/,medium,2026-03-06 13:47:20.230283+00,3
400,bibarel,false,false,399,https://pokeapi.co/api/v2/evolution-chain/207/,medium,2026-03-06 13:47:25.719012+00,3
401,kricketot,false,false,,https://pokeapi.co/api/v2/evolution-chain/208/,medium-slow,2026-03-06 13:47:28.108837+00,3
402,kricketune,false,false,401,https://pokeapi.co/api/v2/evolution-chain/208/,medium-slow,2026-03-06 13:47:33.405499+00,3
403,shinx,false,false,,https://pokeapi.co/api/v2/evolution-chain/209/,medium-slow,2026-03-06 13:47:38.104585+00,3
404,luxio,false,false,403,https://pokeapi.co/api/v2/evolution-chain/209/,medium-slow,2026-03-06 13:47:42.429483+00,3
405,luxray,false,false,404,https://pokeapi.co/api/v2/evolution-chain/209/,medium-slow,2026-03-06 13:47:47.018528+00,3
406,budew,false,false,,https://pokeapi.co/api/v2/evolution-chain/158/,medium-slow,2026-03-06 13:47:50.352999+00,3
407,roserade,false,false,315,https://pokeapi.co/api/v2/evolution-chain/158/,medium-slow,2026-03-06 13:47:55.479667+00,3
408,cranidos,false,false,,https://pokeapi.co/api/v2/evolution-chain/211/,slow-then-very-fast,2026-03-06 13:48:00.554001+00,3
409,rampardos,false,false,408,https://pokeapi.co/api/v2/evolution-chain/211/,slow-then-very-fast,2026-03-06 13:48:05.590012+00,3
410,shieldon,false,false,,https://pokeapi.co/api/v2/evolution-chain/212/,slow-then-very-fast,2026-03-06 13:48:09.639987+00,3
411,bastiodon,false,false,410,https://pokeapi.co/api/v2/evolution-chain/212/,slow-then-very-fast,2026-03-06 13:48:14.045246+00,3
412,burmy,false,false,,https://pokeapi.co/api/v2/evolution-chain/213/,medium,2026-03-06 13:48:16.165002+00,3
413,wormadam,false,false,412,https://pokeapi.co/api/v2/evolution-chain/213/,medium,2026-03-06 13:48:24.220356+00,3
414,mothim,false,false,412,https://pokeapi.co/api/v2/evolution-chain/213/,medium,2026-03-06 13:48:28.852637+00,3
415,combee,false,false,,https://pokeapi.co/api/v2/evolution-chain/214/,medium-slow,2026-03-06 13:48:30.732284+00,3
416,vespiquen,false,false,415,https://pokeapi.co/api/v2/evolution-chain/214/,medium-slow,2026-03-06 13:48:36.019546+00,3
417,pachirisu,false,false,,https://pokeapi.co/api/v2/evolution-chain/215/,medium,2026-03-06 13:48:41.055948+00,3
418,buizel,false,false,,https://pokeapi.co/api/v2/evolution-chain/216/,medium,2026-03-06 13:48:46.149872+00,3
419,floatzel,false,false,418,https://pokeapi.co/api/v2/evolution-chain/216/,medium,2026-03-06 13:48:51.18717+00,3
420,cherubi,false,false,,https://pokeapi.co/api/v2/evolution-chain/217/,medium,2026-03-06 13:48:56.164742+00,3
421,cherrim,false,false,420,https://pokeapi.co/api/v2/evolution-chain/217/,medium,2026-03-06 13:49:04.619335+00,3
422,shellos,false,false,,https://pokeapi.co/api/v2/evolution-chain/218/,medium,2026-03-06 13:49:08.814386+00,3
423,gastrodon,false,false,422,https://pokeapi.co/api/v2/evolution-chain/218/,medium,2026-03-06 13:49:12.915245+00,3
424,ambipom,false,false,190,https://pokeapi.co/api/v2/evolution-chain/93/,fast,2026-03-06 13:49:17.863645+00,3
425,drifloon,false,false,,https://pokeapi.co/api/v2/evolution-chain/219/,fast-then-very-slow,2026-03-06 13:49:23.072242+00,3
426,drifblim,false,false,425,https://pokeapi.co/api/v2/evolution-chain/219/,fast-then-very-slow,2026-03-06 13:49:30.973354+00,3
427,buneary,false,false,,https://pokeapi.co/api/v2/evolution-chain/220/,medium,2026-03-06 13:49:36.050158+00,3
428,lopunny,false,false,427,https://pokeapi.co/api/v2/evolution-chain/220/,medium,2026-03-06 13:49:41.208229+00,3
429,mismagius,false,false,200,https://pokeapi.co/api/v2/evolution-chain/98/,fast,2026-03-06 13:49:46.41744+00,3
430,honchkrow,false,false,198,https://pokeapi.co/api/v2/evolution-chain/97/,medium-slow,2026-03-06 13:49:51.504177+00,3
431,glameow,false,false,,https://pokeapi.co/api/v2/evolution-chain/221/,fast,2026-03-06 13:49:57.012223+00,3
432,purugly,false,false,431,https://pokeapi.co/api/v2/evolution-chain/221/,fast,2026-03-06 13:50:01.917374+00,3
433,chingling,false,false,,https://pokeapi.co/api/v2/evolution-chain/184/,fast,2026-03-06 13:50:05.597799+00,3
434,stunky,false,false,,https://pokeapi.co/api/v2/evolution-chain/223/,medium,2026-03-06 13:50:10.638812+00,3
435,skuntank,false,false,434,https://pokeapi.co/api/v2/evolution-chain/223/,medium,2026-03-06 13:50:15.713155+00,3
436,bronzor,false,false,,https://pokeapi.co/api/v2/evolution-chain/224/,medium,2026-03-06 13:50:20.266712+00,3
437,bronzong,false,false,436,https://pokeapi.co/api/v2/evolution-chain/224/,medium,2026-03-06 13:50:28.698245+00,3
438,bonsly,false,false,,https://pokeapi.co/api/v2/evolution-chain/91/,medium,2026-03-06 13:50:37.068293+00,3
439,mime-jr,false,false,,https://pokeapi.co/api/v2/evolution-chain/57/,medium,2026-03-06 13:50:43.39266+00,3
440,happiny,false,false,,https://pokeapi.co/api/v2/evolution-chain/51/,fast,2026-03-06 13:50:48.245984+00,3
441,chatot,false,false,,https://pokeapi.co/api/v2/evolution-chain/228/,medium-slow,2026-03-06 13:50:54.18283+00,3
442,spiritomb,false,false,,https://pokeapi.co/api/v2/evolution-chain/229/,medium,2026-03-06 13:50:59.545405+00,4
443,gible,false,false,,https://pokeapi.co/api/v2/evolution-chain/230/,slow,2026-03-06 13:51:04.791269+00,4
444,gabite,false,false,443,https://pokeapi.co/api/v2/evolution-chain/230/,slow,2026-03-06 13:51:09.967644+00,3
445,garchomp,false,false,444,https://pokeapi.co/api/v2/evolution-chain/230/,slow,2026-03-06 13:51:15.268487+00,3
446,munchlax,false,false,,https://pokeapi.co/api/v2/evolution-chain/72/,slow,2026-03-06 13:51:20.549454+00,4
447,riolu,false,false,,https://pokeapi.co/api/v2/evolution-chain/232/,medium-slow,2026-03-06 13:51:25.900951+00,4
448,lucario,false,false,447,https://pokeapi.co/api/v2/evolution-chain/232/,medium-slow,2026-03-06 13:51:31.256076+00,4
449,hippopotas,false,false,,https://pokeapi.co/api/v2/evolution-chain/233/,slow,2026-03-06 13:51:35.969089+00,3
450,hippowdon,false,false,449,https://pokeapi.co/api/v2/evolution-chain/233/,slow,2026-03-06 13:51:44.474023+00,3
451,skorupi,false,false,,https://pokeapi.co/api/v2/evolution-chain/234/,slow,2026-03-06 13:51:49.966411+00,3
452,drapion,false,false,451,https://pokeapi.co/api/v2/evolution-chain/234/,slow,2026-03-06 13:51:56.104313+00,3
